BI,BV,AI,AV   prendi BI e BV
11.2685E-12,1.9400E+0,-11.1828E-12,000.0000E-3
11.8285E-12,1.9500E+0,-11.7452E-12,000.0000E-3
12.4300E-12,1.9600E+0,-12.3461E-12,000.0000E-3
13.0432E-12,1.9700E+0,-12.9593E-12,000.0000E-3
13.6956E-12,1.9800E+0,-13.6106E-12,000.0000E-3
14.3656E-12,1.9900E+0,-14.2838E-12,000.0000E-3
15.0801E-12,2.0000E+0,-14.9966E-12,000.0000E-3
15.8155E-12,2.0100E+0,-15.7306E-12,000.0000E-3
16.5933E-12,2.0200E+0,-16.5060E-12,000.0000E-3
17.4032E-12,2.0300E+0,-17.3150E-12,000.0000E-3
18.2400E-12,2.0400E+0,-18.1590E-12,000.0000E-3
19.1183E-12,2.0500E+0,-19.0364E-12,000.0000E-3
20.0021E-12,2.0600E+0,-19.9259E-12,000.0000E-3
20.9556E-12,2.0700E+0,-20.8746E-12,000.0000E-3
21.9545E-12,2.0800E+0,-21.8750E-12,000.0000E-3
22.9896E-12,2.0900E+0,-22.9077E-12,000.0000E-3
24.0665E-12,2.1000E+0,-23.9887E-12,000.0000E-3
25.1962E-12,2.1100E+0,-25.1197E-12,000.0000E-3
26.3766E-12,2.1200E+0,-26.2962E-12,000.0000E-3
27.5961E-12,2.1300E+0,-27.5190E-12,000.0000E-3
28.8690E-12,2.1400E+0,-28.7902E-12,000.0000E-3
30.1970E-12,2.1500E+0,-30.1209E-12,000.0000E-3
31.5809E-12,2.1600E+0,-31.5072E-12,000.0000E-3
33.0154E-12,2.1700E+0,-32.9398E-12,000.0000E-3
34.5173E-12,2.1800E+0,-34.4420E-12,000.0000E-3
36.0814E-12,2.1900E+0,-36.0052E-12,000.0000E-3
37.6981E-12,2.2000E+0,-37.6274E-12,000.0000E-3
39.3858E-12,2.2100E+0,-39.3103E-12,000.0000E-3
41.1384E-12,2.2200E+0,-41.0654E-12,000.0000E-3
42.9557E-12,2.2300E+0,-42.8898E-12,000.0000E-3
44.8545E-12,2.2400E+0,-44.7873E-12,000.0000E-3
46.8310E-12,2.2500E+0,-46.7647E-12,000.0000E-3
48.8668E-12,2.2600E+0,-48.8022E-12,000.0000E-3
50.3530E-12,2.2700E+0,-50.1664E-12,000.0000E-3
53.1472E-12,2.2800E+0,-52.9510E-12,000.0000E-3
55.6410E-12,2.2900E+0,-55.3715E-12,000.0000E-3
58.1006E-12,2.3000E+0,-57.8069E-12,000.0000E-3
60.6192E-12,2.3100E+0,-60.3641E-12,000.0000E-3
63.1484E-12,2.3200E+0,-62.8470E-12,000.0000E-3
65.8594E-12,2.3300E+0,-65.5443E-12,000.0000E-3
68.6318E-12,2.3400E+0,-68.3730E-12,000.0000E-3
71.4530E-12,2.3500E+0,-71.2327E-12,000.0000E-3
74.4218E-12,2.3600E+0,-74.1996E-12,000.0000E-3
77.4373E-12,2.3700E+0,-77.1978E-12,000.0000E-3
80.5969E-12,2.3800E+0,-80.3840E-12,000.0000E-3
83.9117E-12,2.3900E+0,-83.7169E-12,000.0000E-3
87.3622E-12,2.4000E+0,-87.1611E-12,000.0000E-3
90.9045E-12,2.4100E+0,-90.7815E-12,000.0000E-3
94.6200E-12,2.4200E+0,-94.4324E-12,000.0000E-3
98.4556E-12,2.4300E+0,-98.3049E-12,000.0000E-3
102.4345E-12,2.4400E+0,-102.2501E-12,000.0000E-3
106.6020E-12,2.4500E+0,-106.3815E-12,000.0000E-3
110.7918E-12,2.4600E+0,-110.6180E-12,000.0000E-3
115.2315E-12,2.4700E+0,-115.0841E-12,000.0000E-3
119.7951E-12,2.4800E+0,-119.6580E-12,000.0000E-3
124.5170E-12,2.4900E+0,-124.3942E-12,000.0000E-3
129.4821E-12,2.5000E+0,-129.3064E-12,000.0000E-3
134.5943E-12,2.5100E+0,-134.4026E-12,000.0000E-3
139.7762E-12,2.5200E+0,-139.6576E-12,000.0000E-3
145.2067E-12,2.5300E+0,-145.0896E-12,000.0000E-3
150.8765E-12,2.5400E+0,-150.7427E-12,000.0000E-3
156.7300E-12,2.5500E+0,-156.5683E-12,000.0000E-3
162.7017E-12,2.5600E+0,-162.5691E-12,000.0000E-3
168.9940E-12,2.5700E+0,-168.7842E-12,000.0000E-3
175.4176E-12,2.5800E+0,-175.2746E-12,000.0000E-3
182.1133E-12,2.5900E+0,-181.9700E-12,000.0000E-3
188.9263E-12,2.6000E+0,-188.8160E-12,000.0000E-3
196.1145E-12,2.6100E+0,-196.0074E-12,000.0000E-3
203.4613E-12,2.6200E+0,-203.4002E-12,000.0000E-3
211.1269E-12,2.6300E+0,-210.9611E-12,000.0000E-3
219.0004E-12,2.6400E+0,-218.9101E-12,000.0000E-3
227.0789E-12,2.6500E+0,-226.9708E-12,000.0000E-3
235.5189E-12,2.6600E+0,-235.4018E-12,000.0000E-3
244.1924E-12,2.6700E+0,-244.0486E-12,000.0000E-3
252.8545E-12,2.6800E+0,-252.7009E-12,000.0000E-3
262.0691E-12,2.6900E+0,-261.9748E-12,000.0000E-3
271.6156E-12,2.7000E+0,-271.4938E-12,000.0000E-3
281.4647E-12,2.7100E+0,-281.4030E-12,000.0000E-3
291.6213E-12,2.7200E+0,-291.5181E-12,000.0000E-3
302.1238E-12,2.7300E+0,-302.0289E-12,000.0000E-3
312.9665E-12,2.7400E+0,-312.8313E-12,000.0000E-3
324.1239E-12,2.7500E+0,-324.0411E-12,000.0000E-3
335.7184E-12,2.7600E+0,-335.6158E-12,000.0000E-3
347.6173E-12,2.7700E+0,-347.5574E-12,000.0000E-3
359.8612E-12,2.7800E+0,-359.7700E-12,000.0000E-3
372.5470E-12,2.7900E+0,-372.4112E-12,000.0000E-3
385.5561E-12,2.8000E+0,-385.4642E-12,000.0000E-3
399.0638E-12,2.8100E+0,-398.9249E-12,000.0000E-3
412.9617E-12,2.8200E+0,-412.8501E-12,000.0000E-3
427.3123E-12,2.8300E+0,-427.2045E-12,000.0000E-3
442.1157E-12,2.8400E+0,-441.9962E-12,000.0000E-3
457.3386E-12,2.8500E+0,-457.2733E-12,000.0000E-3
472.9413E-12,2.8600E+0,-472.8155E-12,000.0000E-3
489.1472E-12,2.8700E+0,-489.0378E-12,000.0000E-3
506.9221E-12,2.8800E+0,-505.9304E-12,000.0000E-3
523.9157E-12,2.8900E+0,-522.9644E-12,000.0000E-3
541.7063E-12,2.9000E+0,-540.6488E-12,000.0000E-3
559.9240E-12,2.9100E+0,-558.8958E-12,000.0000E-3
578.7830E-12,2.9200E+0,-577.5337E-12,000.0000E-3
597.9218E-12,2.9300E+0,-596.9363E-12,000.0000E-3
617.7768E-12,2.9400E+0,-616.7007E-12,000.0000E-3
638.4693E-12,2.9500E+0,-637.4828E-12,000.0000E-3
659.5907E-12,2.9600E+0,-658.5866E-12,000.0000E-3
681.2824E-12,2.9700E+0,-680.3898E-12,000.0000E-3
703.8573E-12,2.9800E+0,-702.8978E-12,000.0000E-3
726.1526E-12,2.9900E+0,-725.0349E-12,000.0000E-3
749.8959E-12,3.0000E+0,-748.7179E-12,000.0000E-3
774.4046E-12,3.0100E+0,-773.3511E-12,000.0000E-3
799.6012E-12,3.0200E+0,-798.5300E-12,000.0000E-3
825.5623E-12,3.0300E+0,-824.6213E-12,000.0000E-3
852.5046E-12,3.0400E+0,-851.2826E-12,000.0000E-3
879.8063E-12,3.0500E+0,-878.7184E-12,000.0000E-3
908.2339E-12,3.0600E+0,-907.0031E-12,000.0000E-3
937.3371E-12,3.0700E+0,-936.3499E-12,000.0000E-3
967.3022E-12,3.0800E+0,-966.0428E-12,000.0000E-3
998.1034E-12,3.0900E+0,-996.8694E-12,000.0000E-3
1.0299E-9,3.1000E+0,-1.0286E-9,000.0000E-3
1.0625E-9,3.1100E+0,-1.0611E-9,000.0000E-3
1.0960E-9,3.1200E+0,-1.0948E-9,000.0000E-3
1.1307E-9,3.1300E+0,-1.1295E-9,000.0000E-3
1.1662E-9,3.1400E+0,-1.1650E-9,000.0000E-3
1.2029E-9,3.1500E+0,-1.2015E-9,000.0000E-3
1.2405E-9,3.1600E+0,-1.2393E-9,000.0000E-3
1.2791E-9,3.1700E+0,-1.2780E-9,000.0000E-3
1.3188E-9,3.1800E+0,-1.3175E-9,000.0000E-3
1.3600E-9,3.1900E+0,-1.3588E-9,000.0000E-3
1.4022E-9,3.2000E+0,-1.4009E-9,000.0000E-3
1.4456E-9,3.2100E+0,-1.4441E-9,000.0000E-3
1.4900E-9,3.2200E+0,-1.4886E-9,000.0000E-3
1.5361E-9,3.2300E+0,-1.5346E-9,000.0000E-3
1.5833E-9,3.2400E+0,-1.5817E-9,000.0000E-3
1.6317E-9,3.2500E+0,-1.6303E-9,000.0000E-3
1.6815E-9,3.2600E+0,-1.6801E-9,000.0000E-3
1.7328E-9,3.2700E+0,-1.7313E-9,000.0000E-3
1.7856E-9,3.2800E+0,-1.7840E-9,000.0000E-3
1.8400E-9,3.2900E+0,-1.8382E-9,000.0000E-3
1.8938E-9,3.3000E+0,-1.8920E-9,000.0000E-3
1.9509E-9,3.3100E+0,-1.9492E-9,000.0000E-3
2.0101E-9,3.3200E+0,-2.0083E-9,000.0000E-3
2.0710E-9,3.3300E+0,-2.0690E-9,000.0000E-3
2.1332E-9,3.3400E+0,-2.1311E-9,000.0000E-3
2.1967E-9,3.3500E+0,-2.1947E-9,000.0000E-3
2.2629E-9,3.3600E+0,-2.2607E-9,000.0000E-3
2.3304E-9,3.3700E+0,-2.3282E-9,000.0000E-3
2.4001E-9,3.3800E+0,-2.3979E-9,000.0000E-3
2.4718E-9,3.3900E+0,-2.4695E-9,000.0000E-3
2.5456E-9,3.4000E+0,-2.5433E-9,000.0000E-3
2.6216E-9,3.4100E+0,-2.6192E-9,000.0000E-3
2.6995E-9,3.4200E+0,-2.6969E-9,000.0000E-3
2.7798E-9,3.4300E+0,-2.7773E-9,000.0000E-3
2.8619E-9,3.4400E+0,-2.8592E-9,000.0000E-3
2.9470E-9,3.4500E+0,-2.9440E-9,000.0000E-3
3.0341E-9,3.4600E+0,-3.0312E-9,000.0000E-3
3.1235E-9,3.4700E+0,-3.1205E-9,000.0000E-3
3.2162E-9,3.4800E+0,-3.2131E-9,000.0000E-3
3.3111E-9,3.4900E+0,-3.3078E-9,000.0000E-3
3.4088E-9,3.5000E+0,-3.4055E-9,000.0000E-3
3.5094E-9,3.5100E+0,-3.5059E-9,000.0000E-3
3.6122E-9,3.5200E+0,-3.6085E-9,000.0000E-3
3.7188E-9,3.5300E+0,-3.7151E-9,000.0000E-3
3.8283E-9,3.5400E+0,-3.8243E-9,000.0000E-3
3.9411E-9,3.5500E+0,-3.9369E-9,000.0000E-3
4.0567E-9,3.5600E+0,-4.0524E-9,000.0000E-3
4.1755E-9,3.5700E+0,-4.1710E-9,000.0000E-3
4.2982E-9,3.5800E+0,-4.2935E-9,000.0000E-3
4.4241E-9,3.5900E+0,-4.4195E-9,000.0000E-3
4.5538E-9,3.6000E+0,-4.5487E-9,000.0000E-3
4.6828E-9,3.6100E+0,-4.6773E-9,000.0000E-3
4.8204E-9,3.6200E+0,-4.8149E-9,000.0000E-3
4.9617E-9,3.6300E+0,-4.9558E-9,000.0000E-3
5.1119E-9,3.6400E+0,-5.0968E-9,000.0000E-3
5.2622E-9,3.6500E+0,-5.2470E-9,000.0000E-3
5.4158E-9,3.6600E+0,-5.4003E-9,000.0000E-3
5.5749E-9,3.6700E+0,-5.5593E-9,000.0000E-3
5.7378E-9,3.6800E+0,-5.7215E-9,000.0000E-3
5.9063E-9,3.6900E+0,-5.8910E-9,000.0000E-3
6.0799E-9,3.7000E+0,-6.0638E-9,000.0000E-3
6.2588E-9,3.7100E+0,-6.2423E-9,000.0000E-3
6.4427E-9,3.7200E+0,-6.4260E-9,000.0000E-3
6.6330E-9,3.7300E+0,-6.6157E-9,000.0000E-3
6.8282E-9,3.7400E+0,-6.8110E-9,000.0000E-3
7.0292E-9,3.7500E+0,-7.0114E-9,000.0000E-3
7.2371E-9,3.7600E+0,-7.2187E-9,000.0000E-3
7.4508E-9,3.7700E+0,-7.4319E-9,000.0000E-3
7.6722E-9,3.7800E+0,-7.6524E-9,000.0000E-3
7.8993E-9,3.7900E+0,-7.8793E-9,000.0000E-3
8.1337E-9,3.8000E+0,-8.1132E-9,000.0000E-3
8.3750E-9,3.8100E+0,-8.3536E-9,000.0000E-3
8.6258E-9,3.8200E+0,-8.6038E-9,000.0000E-3
8.8825E-9,3.8300E+0,-8.8598E-9,000.0000E-3
9.1482E-9,3.8400E+0,-9.1246E-9,000.0000E-3
9.4206E-9,3.8500E+0,-9.3966E-9,000.0000E-3
9.7043E-9,3.8600E+0,-9.6796E-9,000.0000E-3
9.9967E-9,3.8700E+0,-9.9708E-9,000.0000E-3
10.2967E-9,3.8800E+0,-10.2702E-9,000.0000E-3
10.6076E-9,3.8900E+0,-10.5808E-9,000.0000E-3
10.9291E-9,3.9000E+0,-10.9022E-9,000.0000E-3
11.2612E-9,3.9100E+0,-11.2329E-9,000.0000E-3
11.5910E-9,3.9200E+0,-11.5625E-9,000.0000E-3
11.9443E-9,3.9300E+0,-11.9137E-9,000.0000E-3
12.3101E-9,3.9400E+0,-12.2795E-9,000.0000E-3
12.6878E-9,3.9500E+0,-12.6553E-9,000.0000E-3
13.0795E-9,3.9600E+0,-13.0454E-9,000.0000E-3
13.4824E-9,3.9700E+0,-13.4483E-9,000.0000E-3
13.8994E-9,3.9800E+0,-13.8633E-9,000.0000E-3
14.3312E-9,3.9900E+0,-14.2940E-9,000.0000E-3
14.7777E-9,4.0000E+0,-14.7390E-9,000.0000E-3
15.2409E-9,4.0100E+0,-15.2012E-9,000.0000E-3
15.7171E-9,4.0200E+0,-15.6769E-9,000.0000E-3
16.2143E-9,4.0300E+0,-16.1730E-9,000.0000E-3
16.7244E-9,4.0400E+0,-16.6823E-9,000.0000E-3
17.2603E-9,4.0500E+0,-17.2152E-9,000.0000E-3
17.8101E-9,4.0600E+0,-17.7633E-9,000.0000E-3
18.3829E-9,4.0700E+0,-18.3350E-9,000.0000E-3
18.9757E-9,4.0800E+0,-18.9255E-9,000.0000E-3
19.5910E-9,4.0900E+0,-19.5389E-9,000.0000E-3
20.2267E-9,4.1000E+0,-20.1738E-9,000.0000E-3
20.8914E-9,4.1100E+0,-20.8357E-9,000.0000E-3
21.5752E-9,4.1200E+0,-21.5172E-9,000.0000E-3
22.2890E-9,4.1300E+0,-22.2286E-9,000.0000E-3
23.0290E-9,4.1400E+0,-22.9666E-9,000.0000E-3
23.7989E-9,4.1500E+0,-23.7338E-9,000.0000E-3
24.6035E-9,4.1600E+0,-24.5348E-9,000.0000E-3
25.4314E-9,4.1700E+0,-25.3613E-9,000.0000E-3
26.2964E-9,4.1800E+0,-26.2233E-9,000.0000E-3
27.1964E-9,4.1900E+0,-27.1199E-9,000.0000E-3
28.1339E-9,4.2000E+0,-28.0550E-9,000.0000E-3
29.1072E-9,4.2100E+0,-29.0254E-9,000.0000E-3
30.1263E-9,4.2200E+0,-30.0415E-9,000.0000E-3
31.1491E-9,4.2300E+0,-31.0606E-9,000.0000E-3
32.2517E-9,4.2400E+0,-32.1595E-9,000.0000E-3
33.4051E-9,4.2500E+0,-33.3095E-9,000.0000E-3
34.6092E-9,4.2600E+0,-34.5099E-9,000.0000E-3
35.8625E-9,4.2700E+0,-35.7590E-9,000.0000E-3
37.1755E-9,4.2800E+0,-37.0673E-9,000.0000E-3
38.5455E-9,4.2900E+0,-38.4322E-9,000.0000E-3
39.9837E-9,4.3000E+0,-39.8659E-9,000.0000E-3
41.4828E-9,4.3100E+0,-41.3600E-9,000.0000E-3
43.0580E-9,4.3200E+0,-42.9303E-9,000.0000E-3
44.7088E-9,4.3300E+0,-44.5751E-9,000.0000E-3
46.4367E-9,4.3400E+0,-46.2981E-9,000.0000E-3
48.2540E-9,4.3500E+0,-48.1092E-9,000.0000E-3
50.1980E-9,4.3600E+0,-49.9616E-9,000.0000E-3
52.2046E-9,4.3700E+0,-51.9648E-9,000.0000E-3
54.3198E-9,4.3800E+0,-54.0745E-9,000.0000E-3
56.5357E-9,4.3900E+0,-56.2836E-9,000.0000E-3
58.8831E-9,4.4000E+0,-58.6167E-9,000.0000E-3
61.3591E-9,4.4100E+0,-61.0837E-9,000.0000E-3
63.9699E-9,4.4200E+0,-63.6895E-9,000.0000E-3
66.7318E-9,4.4300E+0,-66.4410E-9,000.0000E-3
69.6540E-9,4.4400E+0,-69.3518E-9,000.0000E-3
72.7382E-9,4.4500E+0,-72.4376E-9,000.0000E-3
76.0309E-9,4.4600E+0,-75.7120E-9,000.0000E-3
79.5290E-9,4.4700E+0,-79.1940E-9,000.0000E-3
83.2398E-9,4.4800E+0,-82.8880E-9,000.0000E-3
87.1928E-9,4.4900E+0,-86.8337E-9,000.0000E-3
91.4254E-9,4.5000E+0,-91.0439E-9,000.0000E-3
95.9493E-9,4.5100E+0,-95.5543E-9,000.0000E-3
100.7933E-9,4.5200E+0,-100.3778E-9,000.0000E-3
105.9732E-9,4.5300E+0,-105.5467E-9,000.0000E-3
111.3646E-9,4.5400E+0,-110.9169E-9,000.0000E-3
117.3703E-9,4.5500E+0,-116.9018E-9,000.0000E-3
123.8510E-9,4.5600E+0,-123.3629E-9,000.0000E-3
130.8680E-9,4.5700E+0,-130.3452E-9,000.0000E-3
138.4927E-9,4.5800E+0,-137.9471E-9,000.0000E-3
146.8214E-9,4.5900E+0,-146.2452E-9,000.0000E-3
155.8915E-9,4.6000E+0,-155.2810E-9,000.0000E-3
165.8578E-9,4.6100E+0,-165.2106E-9,000.0000E-3
176.8396E-9,4.6200E+0,-176.1582E-9,000.0000E-3
188.9620E-9,4.6300E+0,-188.2371E-9,000.0000E-3
202.4718E-9,4.6400E+0,-201.6970E-9,000.0000E-3
217.5596E-9,4.6500E+0,-216.7224E-9,000.0000E-3
234.5276E-9,4.6600E+0,-233.6283E-9,000.0000E-3
253.6844E-9,4.6700E+0,-252.7187E-9,000.0000E-3
275.6385E-9,4.6800E+0,-274.5920E-9,000.0000E-3
300.8663E-9,4.6900E+0,-299.7342E-9,000.0000E-3
330.1564E-9,4.7000E+0,-328.9248E-9,000.0000E-3
364.6529E-9,4.7100E+0,-363.2907E-9,000.0000E-3
405.4427E-9,4.7200E+0,-403.9382E-9,000.0000E-3
455.2778E-9,4.7300E+0,-453.5879E-9,000.0000E-3
517.4820E-9,4.7400E+0,-514.8535E-9,000.0000E-3
596.2384E-9,4.7500E+0,-593.2783E-9,000.0000E-3
698.6042E-9,4.7600E+0,-695.3023E-9,000.0000E-3
838.5616E-9,4.7700E+0,-834.8056E-9,000.0000E-3
1.0376E-6,4.7800E+0,-1.0331E-6,000.0000E-3
1.3433E-6,4.7900E+0,-1.3376E-6,000.0000E-3
1.8435E-6,4.8000E+0,-1.8361E-6,000.0000E-3
2.7291E-6,4.8100E+0,-2.7184E-6,000.0000E-3
4.4104E-6,4.8200E+0,-4.3935E-6,000.0000E-3
10.2892E-6,4.8300E+0,-10.2526E-6,000.0000E-3
21.4517E-6,4.8400E+0,-21.3730E-6,000.0000E-3
40.4863E-6,4.8500E+0,-40.3399E-6,000.0000E-3
64.7358E-6,4.8600E+0,-64.5234E-6,000.0000E-3
83.3198E-6,4.8700E+0,-83.0442E-6,000.0000E-3
101.5980E-6,4.8800E+0,-101.2625E-6,000.0000E-3
119.7036E-6,4.8900E+0,-119.3111E-6,000.0000E-3
137.6795E-6,4.9000E+0,-137.2335E-6,000.0000E-3
155.5346E-6,4.9100E+0,-155.0359E-6,000.0000E-3
173.3167E-6,4.9200E+0,-172.7676E-6,000.0000E-3
191.0527E-6,4.9300E+0,-190.4563E-6,000.0000E-3
208.6980E-6,4.9400E+0,-208.0565E-6,000.0000E-3
226.2694E-6,4.9500E+0,-225.5847E-6,000.0000E-3
243.7959E-6,4.9600E+0,-243.0706E-6,000.0000E-3
261.2550E-6,4.9700E+0,-260.4912E-6,000.0000E-3
278.6577E-6,4.9800E+0,-277.8572E-6,000.0000E-3
296.0042E-6,4.9900E+0,-295.1691E-6,000.0000E-3
313.2722E-6,5.0000E+0,-312.4046E-6,000.0000E-3
330.4851E-6,5.0100E+0,-329.5867E-6,000.0000E-3
347.6655E-6,5.0200E+0,-346.7386E-6,000.0000E-3
364.7695E-6,5.0300E+0,-363.8158E-6,000.0000E-3
381.7876E-6,5.0400E+0,-380.8093E-6,000.0000E-3
398.7531E-6,5.0500E+0,-397.7530E-6,000.0000E-3
415.6883E-6,5.0600E+0,-414.6662E-6,000.0000E-3
432.5340E-6,5.0700E+0,-431.4933E-6,000.0000E-3
449.2937E-6,5.0800E+0,-448.2357E-6,000.0000E-3
466.0127E-6,5.0900E+0,-464.9381E-6,000.0000E-3
482.6687E-6,5.1000E+0,-481.5812E-6,000.0000E-3
499.2320E-6,5.1100E+0,-498.1311E-6,000.0000E-3
515.6679E-6,5.1200E+0,-514.7022E-6,000.0000E-3
532.1011E-6,5.1300E+0,-531.1308E-6,000.0000E-3
548.4370E-6,5.1400E+0,-547.4560E-6,000.0000E-3
564.7221E-6,5.1500E+0,-563.7361E-6,000.0000E-3
580.9221E-6,5.1600E+0,-579.9264E-6,000.0000E-3
596.5115E-6,5.1700E+0,-595.5114E-6,000.0000E-3
612.5803E-6,5.1800E+0,-611.5760E-6,000.0000E-3
628.5718E-6,5.1900E+0,-627.5716E-6,000.0000E-3
644.4821E-6,5.2000E+0,-643.4781E-6,000.0000E-3
660.2940E-6,5.2100E+0,-659.2876E-6,000.0000E-3
676.0570E-6,5.2200E+0,-675.0541E-6,000.0000E-3
691.7381E-6,5.2300E+0,-690.7358E-6,000.0000E-3
707.3358E-6,5.2400E+0,-706.3384E-6,000.0000E-3
722.8313E-6,5.2500E+0,-721.8359E-6,000.0000E-3
738.2781E-6,5.2600E+0,-737.2834E-6,000.0000E-3
753.6425E-6,5.2700E+0,-752.6519E-6,000.0000E-3
768.9269E-6,5.2800E+0,-767.9455E-6,000.0000E-3
784.1099E-6,5.2900E+0,-783.1392E-6,000.0000E-3
799.2193E-6,5.3000E+0,-798.2450E-6,000.0000E-3
814.2312E-6,5.3100E+0,-813.2738E-6,000.0000E-3
829.1661E-6,5.3200E+0,-828.2111E-6,000.0000E-3
844.0404E-6,5.3300E+0,-843.0927E-6,000.0000E-3
858.7927E-6,5.3400E+0,-857.8556E-6,000.0000E-3
873.4920E-6,5.3500E+0,-872.5645E-6,000.0000E-3
888.1224E-6,5.3600E+0,-887.2126E-6,000.0000E-3
902.6324E-6,5.3700E+0,-901.7349E-6,000.0000E-3
917.0709E-6,5.3800E+0,-916.1769E-6,000.0000E-3
931.4014E-6,5.3900E+0,-930.5265E-6,000.0000E-3
945.6931E-6,5.4000E+0,-944.8211E-6,000.0000E-3
959.8721E-6,5.4100E+0,-959.0202E-6,000.0000E-3
973.9384E-6,5.4200E+0,-973.0957E-6,000.0000E-3
987.9400E-6,5.4300E+0,-987.1095E-6,000.0000E-3
1.0018E-3,5.4400E+0,-1.0010E-3,000.0000E-3
1.0156E-3,5.4500E+0,-1.0148E-3,000.0000E-3
1.0293E-3,5.4600E+0,-1.0286E-3,000.0000E-3
1.0430E-3,5.4700E+0,-1.0422E-3,000.0000E-3
1.0561E-3,5.4800E+0,-1.0554E-3,000.0000E-3
1.0696E-3,5.4900E+0,-1.0688E-3,000.0000E-3
1.0830E-3,5.5000E+0,-1.0822E-3,000.0000E-3
